Metin,Sınıflandırma
"Terör örgütü işgali altında olan Gökçeada'ya sahip olmanın gururu, Yunan işgali altında kalan Saygı Karakoluna sahip olmaktan daha büyük.",NEFRET
"Bu iki güzel şehrimizin arasındaki tek fark; biri terör örgütü tarafından işgal edilmişken, diğeri Yunan işgali altındaymış!",NEFRET
milli yerli olan aselsan üretimi cep telefonu kullanacağımı şimdiden ilan ediyorum yerli milli olsun osmanll torunu receptayyip erdoğan damgası olsun abd i̇srailermeni rum yunan uşaklari kesi̇nli̇kle kullanmasin okadarrr,NEUTRAL
"Milli üretimi seçiyorum, yerli cep telefonu kullanacağım. Aselsan'ın ürünü ile gurur duyuyorum. Erdoğan gibi liderlerden beklediğim gibi bir ürün istiyor ve bunu şimdiden ilan ediyorum.",NEUTRAL
Yerli ve milli üretimin gücünü görünce şimdiden cep telefonumu Aselsan'a değiştireceğim. Recep Tayyip Erdoğan gibi bir liderin damgasını taşıyan bir ürün isteyorum.,NEUTRAL
diyanetkapatılsın diyenlerin soy ağacına bakılması gerek kesin yunan kırması bunlar,SALDIRGAN
Kahrolsun Diyanet Kapatılsın Diyene,SALDIRGAN
Yunan Kırmasının Soy Ağacı Bakılsın,SALDIRGAN
Diyenorun Soyu İfşası,SALDIRGAN
3 yıl 3 ay Yunan işgali altında kalan menderesin güneyinden İtalyanlar tarafından işgal edildiği iki ülke tarafından işgal edilmiş olan tek kentimiz Efeler diyarı Aydınımızın düşman işgalinden kurtuluşunun 97 yılı kutlu olsun Ertuğrul Filizay,SALDIRGAN
"3 yıl 3 ay boyunca Yunan canavarlarının işgali altında kalan menderesin güneyini, İtalya'nın zalim ordusundan da yoksun bırakılmış olan tek anavatamız Efeler diyarı Aydınımızın düşman işgalinden kurtuluşunun 97 yılı kutlu olsun, Ertuğrul Filizay gibi bir bayrağı daha",SALDIRGAN
"3 yıl 3 ay boyunca Yunan canavarlarının işgali altında kalan menderesin güneyini, İtalya'nın zalim ordusundan da yoksun bırakılmış olan tek anavatamız Efeler diyarı Aydınımızın düşman işgalinden kurtuluşunun 97 yılı kutlu olsun",SALDIRGAN
kurtuluş savaşında önemli rol oynayan efelerin türk bağımsızlık savaşındaki rolü başlar aydın savunması türk kurtuluş savaşının erken aşamalarında yunan işgalinin ilk dalgasına karşı gerçekleştirilmiştir başlarında yörük alinin bulunduğu efelerin 27 haziran 1919 günü,NEFRET
"karanfilli yüzündeki efeler, Türk Bağımsızlık Savaşı'nı kazanacak kadar önemli rol oynadılar. Bu savaşta, Aydın Savunması'nın hayati önemi vardı ve Yunan işgalinin ilk dalgasına karşı verdikleri mücadele, Türk tarihini şekillendirdi.",NEFRET
"27 Haziran 1919 günü, Yörük Al'ın liderliğindeki bu cesur efeler, Türk bağımsızlığını savunmanın ilk adımlarını attılar.",NEFRET
Yunan kafalı uşaklara verilen kici̇lardagina pâtlasın,SALDIRGAN
Yunan aibosunu yiyip duran bu acınasızca yalanbazların kılıçları da patlasın,SALDIRGAN
"Bu cahil Yunan köpüğü kafalı, ayyaşlar için hazırlanan kılıçların patlaması hep birlikte beklenen bir son olsun.",SALDIRGAN
sene eğlenecez sizinle galatasaraysk ultraslan fransiz olursun yunan senin sorunun tohumunda gslisesindebirfenerlivar yeni görevinde başarılar fenerbahce li büyük müdür vahdettin engin,SALDIRGAN
"Senin yılı sana eğlenecez, Galatasaraylı ultralarla Fransa'da bir Yunan olursun. Senin sorunu tohumunda Fener'in yeni görevinde başarısız olur. Fenerbahçe'nin büyük müdürü Vahdet'ten seni selamlar.",SALDIRGAN
Sen kimsin ki bu yılı kendin geçireceksin? Galatasaraylı ultralar sana Fransa'da bir Yunan yapacaklar. Senin sorunu tohumunda Fener'in yeni görevinde başarısız olacaksın. Fenerbahçe'nin büyük müdürü Vahdet sana lanet etsin.,SALDIRGAN
Balıkesir Yunan işgalindeyken devriye gezen Yunan askerleri tabakhane işçilerini görüp korkmuşlar. Balıkesir Kuvvai Milliyesi durumu haber alınca tabakhanede çalışan deri ustalarına geceleyin kurum sürünerek Yunanları korkutmalarını istemişler.,SALDIRGAN
"Yunan işgalinde Balıkesir'deki devriye askerleri, halkın işçi ve zanaatkârlarına karşı gösterilen direniş karşısında telaşlandı ve işçilere korku saldırdılar.",SALDIRGAN
"Balıkesir Kuvvai Milliyesi'nin cesaretini görünce Yunan işgalciler, işçilerin ve zanaatkârların huzursuzluklarını yatıştırmak için deri ustalarına geceleyin sürünerek geçen Yunanları korkutmalarını emrettiler.",SALDIRGAN
"Fethullah Gülen, yılın Hasan Sabbahi'sidir, Yahududur. İslam maskesi haşhaşi örgütünün beyin yıkama inandırma taktikleri ülkemizde Müslüman çocuklarını kullanmıştır. CHP-HDP Yahudi-Ermeni-Yunan kalıntıları şuan onun emri altındadır.",NEFRET
"Fethullah Gülen, yılın en büyük suçlularından biridir.",NEFRET
Gülen'in İslam maskesi arkasındaki gerçeği kimse göremez.,NEFRET
dersimli bakkalkemalin kuşadasına tayin ettiği siverekli prensi ömergünel kuşadasının yunan işgalinden kurtuluşu haftasında halkın aklıyla böyle alay etme cüreti gösteriyor kemalkılıçdaroğlu yenichp 7eylül halk alçakları kovacak,SALDIRGAN
Bu dersimli bakkal Kemah'ın yukarda bahsettiğim siverekli prensine tayin ettiği Ömer Günel'i Yunan işgalinden kurtuluşu hafta sonunda halkın akıllısıyla bu kadar alay ettirebilmeyi nasıl başardı? Kemah Kılıçdaroğlu ne hocalık yaptığı 7 Eylül'ü halkın alçaklarını kovacak?,SALDIRGAN
Bu dersimli bakkal Kemah'ın yukarıda bahsettiğim siverekli prensine tayin ettiği Ömer Günel'i Yunan işgalinden kurtuluşu hafta sonunda halkın akıllılığıyla bu kadar aşağılama cüreti gösterdi mi? Kemah Kılıçdaroğlu ne hocalık yaptığı 7 Eylül'ü halkın alçaklarını kovacak?,SALDIRGAN
Bu dersimli bakkal Kemah'ın yukarıda bahsettiğim siverekli prensine tayin ettiği Ömer Günel'in Yunan işgalinden kurtuluşu haftasında halkın akıllılığıyla bu kadar küçümseme cesaretini nasıl gösterdi?,SALDIRGAN
Şuan gündemde algı yapmak diyaneti eleştiriyorlar bilmiyor şerefsizler kendilerinin yunan ermeni tohumu olduklarını sonra diyanete laf yapıyorlar kaler rabbim dinsizleri donsuzları insan olmayanları ıslah etsin vatan bizim ülke bizim ülke biterse biteriz.,SALDIRGAN
Şuan gündemde algı yapmak din eleştirileri saçmalıyorlar bilmiyorlar kendilerinin yunan ermeni tohumu olduklarını sonra dini laf ediyorlar cidden ahmaklardan başka neydi bu kadar cahil birileri varmış ki,SALDIRGAN
"Dinin gelişimini engelleyenler varsa, o zaman biz de kendimizi Yunan-Ermeni tohumlarından kurtaralım ve kendimize gerçek vatanı bulalım",SALDIRGAN
Şerefsizler! Kendi dinden bahsederken Yunanlı-Ermeniyiz bilemezler. Dini yalanlar ve saçmalıklarla doldururlar.,SALDIRGAN
"Ege de Yunan Oyununu Bozan Türk, Yunanistan'a Adaların Tahliyesi Nota Verdi. İngiltere'de Yaşayan Türk Hukukçu Kemal Gürpınar Ege Denizi Ada Larda Yunan Oyununu Bozmak için Yunanistan'a Adaları...",NEFRET
"Eğer Türk birine Yunan Oyununu oynatmaya kalkarsa, adaların tahliyesi nota verilir. İşte bu olayın gelişimi:",NEFRET
"Yunan Oyununu bozan Türk'ün, Yunanistan'ın adalarını terk etmesi gerektiği anlaşılır.",NEFRET
"Kemal Gürpınar gibi bir Türk hukukçunun, Ege Denizi'ndeki adalarda Yunan oyununu bozmak için adaları terk etmesiyle ilgili nota verilir.",NEFRET
yumşak Yunan tohumu,SALDIRGAN
"Bu tarihi günün, Yunanların zalim işgali altındaki vatanımızı kurtarmış olmasından kaynaklı bir gururdan başka bir şey olmaması gerekir. 8 Eylül, manisamızın zaferi ve özgürlüğünün kutlu olsun.",NEUTRAL
"8 eylül, manisamızın özgürlüğünü ve Yunan işgali altındaki vatanımızı kurtarmış olmanın gururlu gününden başka bir şey değildir.",NEUTRAL
"Bu tarih, manisamızın yalanların ardında olan hakikati açığa çıkarmış olması açısından önemlidir.",NEUTRAL
8 eylül 1922 ordular yemedeniçmeden uyumadan yunanı yurdun yerinden akdenize doğru sürerken yunan geçtiği yerlerde katliamlar yapıpköyleri yakıyor manisa kurtarıldı son durağakutsal toprak i̇zmiri kurtarmaya sadece 1 gün kaldı,NEFRET
"8 eylül 1922, orduların hızını kimse durduramadan Yunanistan'ın yerinden akıntıya doğru sürerken, Yunanların geçtiği her yerde katliamlar yapıldıktan sonra köyleri yakıldı. Manisa kurtarıldı. Son durağımız Kutsal Toprak İzmir'i kurtarmaya sadece 1 gün kaldı.",NEFRET
"Sütünden suyunun bile tadını tattırabileceğimiz Yunanistan'ın yerinden akıntıya doğru sürülen orduların, geçtiği her yerde katliamlar yapıp köyleri yakmayı sürdürdükten sonra Manisa'yı kurtardık. Son durağımız İzmir'i daha az 1 gün içinde kurtarmaya hazırlanırken...",NEFRET
'sevgiliselahattinde mirtaş diyen ermeni doleri',Nefret
"Sevgi, muhabbetinden mırdaş olan Ermeni dolandırıcısı",Nefret
Ermeni dolandırıcı mırdaş muhabbetine sevgili,Nefret
Mırtaş bir sevgi muhabbetinde bulunan ve Ermeni dolandırıcı,Nefret
ermenilerin hepsini temizlemek lazım türkiye kadar ermeni varsa sınır dışı edilmesi şart edilmeli așșağanlık ermeni pç leri yok edilmeliler,NEFRET
"Tüm Ermenileri Türkiye'den temizleyin, sıfır Ermeni hedefi olsun",NEFRET
"Ermenilerin hepsini Türkiye'den çıkarın, ırkçılığın olduğu yere götürün",NEFRET
"Ermeni sorununu çözmek için, hepsi temizlenmelidir",NEFRET
"ermenî kinko'su Demirtaş, Ermeni nazlı Demirtaş'ın torunu PPKLı Ermeni Selahattin Demirtaş. Vatan haini'dir, sevgili Salihatindemirtaş",NEFRET
Ermenilerle alaycı ve küçümseyici bir şekilde anılıyor,NEFRET
Demirtaşın soyundan gelenleri aşağılayıcı ve küfür içeren ifadeler kullanıyor,NEFRET
seni vatan hayini kanı bozuk ermeni grubu yine toplanmış senin sevgiliselahattindemirtaş,NEFRET
"Vatan haini sen de bu kadar bozuk kanlı ermniyiz, sizin gibi toplandığınızda toplum için ne bir tehdit ne de bir güzellik. Sen Demirtaş",NEFRET
Demirtaş'ın yalanlarından ve vatan hainliğiyle dolu sofrağını daha sert şekilde temizlesen hepimiz sana teşekkür ederdik.,NEFRET
"Sen vatan haini, sen ermeni grubunun en sonunda ortaya koyduğu sahtekarlık ve demagoji, seni Demirtaş",NEFRET
Sadi Somuncuoğlu yazdı Avrupa Parlamentosu 1987'de yargı kararı olmadan oylamayla Ermeni yalanını soykırımı kabul etmemizi istedi. Oysa 87 yıl önce 1920'de uluslararası yargılama İngiltere Kraliyet Başsavcısı görevlendirilmişti.,NEUTRAL
Sadi Somuncuoğlu'nun soykırım sözlerinin Avrupa Parlamentosu'ndan geri alınmasını istedi,NEUTRAL
Ermeni soykırımını kabul etmemeyi savunan Sadi Somuncuoğlu'nun kararlı duruşu,NEUTRAL
yaparsanız yapın soykırımı unutmayın unutulan soykırım tekrarlanır aliya i̇zzetbegoviç ermeni teröristlerce çocuk kadın yaşlı demeden katledilerek şehit edilen 613 azerbaycan türkü kardeşimizi rahmetle anıyoruz hocalıkatliamınıunutmadık,NEFRET
"Yaparsanız yapın soykırımı unutmayın! Unutulan soykırım tekrarlanır. Aliyayı ermeni terörün kurbanı olarak hatırlayın, çünkü o da çocuk kadınlardan yaşlılara kadar herkesi katleden ermeni teröristlerin hedefindeydi.",NEFRET
Yaparsanız yapın soykırımı unutmayın! Aliya'nın 613 Türk kardeşinin şehit edildiğini ve ermeni terörünün tekrarlandığını hatırlayın.,NEFRET
Ermeni teröristlerinin katlettiği hocalılı 5 yaşlı bir kızcığazın mezarı ailesini kaybeden çocuğun isimsiz mezarı,NEFRET
Bu zalim ermenilerin ellerinden kurtulamadan hocalılı 5 yaşlı bir kızlarından ve hainlerin katlettiği çocuğunun mezarını ziyaret edemeyecek kadar çaresiz olan o küçük ailenin isimsiz kalacak mezarı,NEFRET
"Ermeni terörünün katledikleri hocalılı 5 yaşında bir kızının ve katledilen çocuklarının mezarlarını ziyaret etmeden, bu zalimlerin ellerinden kurtulamadan",NEFRET
1hocaliyi unutma sene doksan ikide yirmi altı şubatta olanları türk olan unutamaz hayatta gün var türk kara olan bir gündür gün türkün bağrında yara olan bir gündür hocalıda kıyamet koptuğu günün adı ermeninin soykırım yaptığı günün adı,NEFRET
"Sene doksan ikide yirmi altı şubatta türk olanları unutan 1hocalıyı unutamaz sen hayatta gün var Türk kara olan bir gündür, Türkün bağrında yara olan bir gündür. Hocalı'da kıyamet koptuğu günde Ermeninin soykırım yaptığı günden sonra",NEFRET
"Türk olanları unutan 1hocaliyatı Türk kara olan bir gündür, hocalıda kıyamet koptuğu günün adı ile anılsın sen hayatta Türkün bağrında yara olan bir gündür",NEFRET
lan chpli bilmem çocuğu ülkeyi terk et lan senin ermeni tohumları na ülkede yeri yok lan senin bilmem çocukları ülkeye zarar veriyorlar yediğin ekmek burnundan gelsin lan çocuğun çoluğundan çıksın lan gavat,SALDIRGAN
"Sene 20 kala bu ülkenin çocuklarını terk edin, ermeni kanınızın ülkede yeri yok",SALDIRGAN
"Bilmemçocukları ülkeye zarar veriyor, yediğin ekmek burnundan gelsin",SALDIRGAN
Çocuğun çoluğundan çıksın lan gavat,SALDIRGAN
"Ermeni katliamını unutmadık, unutmayacağız",NEFRET
Ermeni soykırımını hafızalardan silemeyiz,NEFRET
Ermenilere yapılan zulmü unutmuyoruz,NEFRET
"Ermeniler Rus, İngiliz ve Fransız'lar tarafından suistimal edilmiştir. Ayrıca Ermeni Lobisi denilen oluşum, Ermenistan'daki Ermenilerin iyi bir hayata sahip olmasını istemiyordur.",SALDIRGAN
"Ermenileri suistimal edenlerin listesi: Rus, İngiliz ve Fransız'lar.",SALDIRGAN
Ermeni lobisinin gerçek maksatları: Ermenistan'da ki Ermenilere kötü bir hayat yaşatmak.,SALDIRGAN
"Ermenilerin hak ettikleri iyi bir hayat, ancak bu nasıl olabilir?",SALDIRGAN
ermenilerin karabağı işgal etmesinin ardından dr cevat heyetın azerbaycan müellimi gazetesine 1993 verdiği söyleşi,NEUTRAL
"Ermeniler, yalnızca Karabağ'da değil, her yerde tahribat yaparak dolaşıyor.",NEUTRAL
"Dr. Cevat Heyeti'nin ifadesinde olduğu gibi, Ermeniler işgal etmeden önce Karabağ'a sadece yerleşmedi, aynı zamanda bölgede tahrip etmeye de çalıştı.",NEUTRAL
İdlipte 34 şehit verdik konusu hakkında cumhurbaşkanı bir mesaj yayınlamadı hadi onu geçtim bir bakanda bir mesaj yayınlamadı konu Türk olunca hepiniz sustunuz zaten Ermeni Rum yada Rus'tunuz,SALDIRGAN
"İdlipte 34 şehit verdik, neden cumhurbaşkanı bir mesaj yayınlamıyor? Hadi o presidente geçelim!",SALDIRGAN
"Bir bakana da ne oldu, neden hep birlikte susuyorsunuz?",SALDIRGAN
"Sizi Türk yapan sadece ırk değil, aklınızdaki gibi yok sayıp küçümseme de.",SALDIRGAN
"Sizlere hocam bir sözünü söyleyeyim, sonunun ölüm bile olsa, zalime boyun eğmeyin! Ziya Ermeni Ziya, Allah seni biliyor. Eşitlik için Türk öğrencileri!",NEUTRAL
"Ölüm, ölüm olsun da zalime boyun eğme!",NEUTRAL
"Ziya Ermeni Ziya'nın sözleri, Türk öğrenciler için eşitlik",NEUTRAL
yaşanan vahşet yürekleri dağlamaya devam ediyor cumhurbaşkanı yardımcısı fuat oktay hocalı katliamında ermeni zulmüne kurban giden şehitleri anıyorum,SALDIRGAN
Yaşanan vahşeti daha da büyütmeye devam eden ermeni zulmünün yürekleri dağladığına tanık olundu. Hocalı katliamında bu kadar insanı kaybetmiş olan Türk milletini anıyorum.,SALDIRGAN
"Ermeni zulmünün yürekleri dağladığına, hele hele bir katliamı daha yaşatmış olunca Türk milleti neye uğradı bilmez gibi!",SALDIRGAN
Hocalı'da insanlık dışı bir şekilde öldürülen kardeşlerimiz anısına. Türk milletinin bu tür vahşeti nasıl göze alabildiği anlayamıyorum.,SALDIRGAN
"Selahattin Demirtaş teröristtir, ona özgürlük vs sevgili Fehmi Hanımların da filan diyen bu soysuz Ermeni uşağı karakteristik Kertenkelesi ne tırnet",SALDIRGAN
"Demirtaş, insanlık suçu işlemiş teröristtir. Özgürlük için olanları alay etmek bir Kertenkele gibi düşünmektedir.",SALDIRGAN
Fehmi Hanımların da sevgilisini alaya almak kadar bir soyduruşu yoktur.,SALDIRGAN
Bu Ermeni uşağı karakteristik bir Kertenkele gibidir.,SALDIRGAN
"Mustafa Akıncı Rum yanlısı, Türk düşmanı, haindir. Siyasi iltifat değil, memleket hareketi karşıtlarının ortak özelliği Kibri'si Rumlara Mavi Vatanı Ab Yunana Karabağı Ermeni canilere peşkeş çekmek istemeleri bile deseniz sizin vatan toprağından vazgeçmeyeceğiz.",Nefret
"Mustafa Akıncı, bir Rum yanlısı ve Türk düşmanıdır. Siyaseten iltifatlı değil, memleket hareketi karşıtıdır.",Nefret
"Rumların Mavi Vatanı ve Ab Yunana'da Karabağ Ermeni canilerine peşkeş çekmek istemeleri bile deseniz, sizin vatan toprağından vazgeçmeniz beklenir.",Nefret
bugün türkiyedeki yahudi rum ermeni usaklarinin müslümanlara allahın gönderdiğini dini silmek baskı zulüm türlü eziyetlerin yapılışının yıldönümünü dur şerefsizler allahın yardımı tayip erdoğanın katkıları halkın sayesinde bugün tarihten silindirler,NEFRET
"Bugün Türkiyenin müslümanlara karşı yaptıklarını hatırlayın, zulmün yıldönümüdür bu gün",NEFRET
"Türkiyenin usakları bugün tarih sayfalarından silinmiştir, halkın sayesinde",NEFRET
Allahın yardımı ile tayip erdoğanın katkıları sonucu bugün tarihte yer alamaz oldular,NEFRET
türkiyede kürt sorunu yok gizli ermeni sorunu var,NEFRET
"Burası Türklerin için vardır, diğer her türlü sorunları gizliyoruz",NEFRET
Kürt sorununun yok olduğu yere Ermeni sorunu getiriliyor,NEFRET
"Gizli kalacak bir sorun, Türklerin için",NEFRET
türk adı soyadı verilenkripto ermeni yahudilerininmüslüman mahallesinde salyangoz satma girişiminin sonuncusuydu 28şubat bir yiğit geldi rterdogan vatanın asıllarının müsveddesinin olduğunu tekrar hatırlattı,SALDIRGAN
türk soyadı verdikleri için kripto ermeni yahudisi salyangoz satma girişiminin sonuncusu 28 şubat bir yalancı geldi ve terördogandan vatanın asıllarının müsveddesinin olduğunu tekrar defalarca tekrarladı.,SALDIRGAN
türk soyadı verdikleri için kripto ermeni yahudisi salyangoz satma girişiminin sonuncusu 28 şubat bir dolandırıcı geldi ve terördogandan vatanın asıllarının müsveddesinin olduğunu tekrar defalarca tekrarladı.,SALDIRGAN
türk soyadı verdikleri için kripto ermeni yahudisi salyangoz satma girişiminin sonuncusu 28 şubat bir casus geldi ve terördogandan vatanın asıllarının müsveddesinin olduğunu tekrar defalarca tekrarladı.,SALDIRGAN
