tweet,etiket
milleti kör eden fakirleştiriken oldu sana senin iş buluyoruz senden para koparıyor seni doyuruyoruz sen bile bilmiyorsun,nefret
sen suriye nin hayınsız çocuklarından misin bunlarla aynı sahneye konuyorsun,nefret
sana bir ev kıyafetler aş veriyoruz sen bunları doyuramıyorsun,nefret
yok şöyle hadım edilecek bi suriyeli sinirim anca öyle geçer,nefret
türklerin canı yaktığını gördüm nice suriyelinizi hadım etmekten keyif alacağım,nefret
suriye kökenli kadar rezil olanların olduğu görüldü nice hadımlamak istiyorsam bana haber verir misiniz,nefret
türkler size yapsa hadım edilmekten başka çare kalmaz,nefret
suriye suriye li lerle savaşan ülkemizde suriyeli şerefsizleri besleyen tek manyak ülkeyiz suriyelileri istemiyoruz,nefret
suriyeli pislikleriyle savaşan ülkemizin içinde yer alan suriyelileri besleyerek onları destekleyen onlara para ödünç veren kötülüğü devam ettirmek isteyen sonunda hepsinin kaybolacağını bilen akıldışı manyakları sevdiğimizde hepimiz suriyeli pisliklerini istemiyoruz,nefret
dün sıfır arabamla konak alsancak bir gezeyim dedim taraf suriyeli imam bir arkadaşa sordum din kardeşleriniz camiye geliyorlar sen geliyor musun onlar gelsin deyip laf çakmaya kalktı hoca durur lan onlarla sen din kardeşisin ben değilim,saldırgan
suriye mensuplarının bizimle alakası var,saldırgan
hocam sizler bizi din kardeşleri olarak kabul etmiyor musunuz,saldırgan
peki sizinle birlikte camiye gidiyorlar,saldırgan
bunları ben gördüm şimdi sinirime dokunuyor,saldırgan
suriyeli takıntım yok lakin hani onlar bizimdir diyolarya madem öyle zaman onların silah tutan erlerini gönderelim suriyeye savaşsınlar dönerlerse bizimdir dönmezlerse zaten bizim olmamışlardır,saldırgan
sürün suriyeliler sürünüze elimizin dokunmadığını sakın unutmayın,saldırgan
suriye nin erlerini gönderelim sonra göreceksiniz bizimki sizinki,saldırgan
suriyelilere savaş açıp döndükleri zaman bize sormayın bizimkim sizinkim,saldırgan
suriyeli eşit yaratıldığını düşünenlerçıkacak bir savaşta onlar kaçacak olanlardır hattâ yazıyı okuduklarında yok canım kaçması diyecek olanlardır diyelim kaçmayacaksın onlar kaçtı eşitsiniz,saldırgan
suriyeli eşit yaratıldığını düşünendenler çıkıp bir savaşta onların boklarını temizleyecek olanlardır,saldırgan
hadi okuyunca yok canım bana bakacaklar yok aynı kaldık,saldırgan
suriyeli haramiler herşeyi çalar üçlübeşiktaşınüçünbirigsnin,nefret
suriye den gelen çalmaya alışkın haramiler herkesten herşeyi çalarlar üç lüp bektaş ın bir gün bile geçirmeyen adamlar,nefret
suriyeli haramiler herkesten herşeyi çalıyor üçlü beştirken bile işler,nefret
harami suriyeliler herkesten herşeyi çalacak üçlü beşişire gireceğiz,nefret
benim mehmetçğim arap topraklarında şehit olurken suriyeli vatana ihanet edenler cafe yerinde nargile keyfini yapıyorlar kadınlar eğleniyorken uyan türkiyem uyan,nefret
arabistan daki mehmetçğimizi vatan hainlerini yakalayın kafeye gitmelerini yasaklayın,nefret
suriye şehit olan mehmetçğimizin intikamını alalım suriyelilerin keyfini mahvedelim,nefret
uyanın türkiyem vatan hainlerinin nargile içmesini kadınlarla eğlenmesini durdurun,nefret
bafrada ehliyetsiz araç kullanan suriyeli ceza yedi,hiçbiri
bafrada bir suriyelinin ehliyeti bozuk araç kullanması yüzünden aldığı sert cezayı görüyoruz,hiçbiri
suriyelinin araç kullandıktan sonra aldığını cezanın değişmemesi ilginç,hiçbiri
surilerin ülkelerinde trafik yasağı yoktur fakat suriyeli bir kişi ülkenin yasalarına uygun araç kullanamıyor,hiçbiri
koca avm 2 kishi gördüm son 30 yilin büyük krizi gelmish 20000 abd dolari 30000 canada dolari 120 000 000 000 tl sen hala halkin malini mulkunu sattirip savash naralari at 4 milyon suriyeli besle 2 trilyon dolar savasha yatir,nefret
ben kadar para kaybetmemi düşledim kadar aptal olduğunu gördüm,nefret
kadar büyük bir krizin ardından hala halkın malını satıp savaş parayı atmaktan utanmadığını görüyorum,nefret
halkın parasını sattırarak 4 milyon suriyeli yi besleyerek 2 trilyon dolar harcamak kadar saçma bir şeyse kadardır,nefret
gécenin 3 ünde yol dan ge çerken suriyelı bağıra bağıra konuşuyorsun abi derdin,saldırgan
gecenin 3 ünde yoldan geçerken suriyeli köpeğini bağıra bağıra konuşuyor abi derdim,saldırgan
suriyelin gecnin 3unde yol dan ge çerken bağıra bağıra çığlıklar atıyor abi,saldırgan
yolun ortasinda suriyelı birini bağıra bağıra konuşuyorsun abi aptalın,saldırgan
suriyelilerin türkmenlere verdikleri zararın sorumlusu gerçekten suriye li araplar,nefret
türkmenlerin acılarını görmezden gelen suriyelilere olur,nefret
misak ı milli yer almayan suriyeliler türkmenlere karşı hakaret edebilir,nefret
yakılan ormanlara edilen sokak hayvanlarına memleketimi dolduran suriyeli insanlara sabah kalktığımzda haberdar olduğumuz zamlara tahrip edilen tarihi miraslarımıza çıkmış olan biteni doğal karşılayışımıza birkezolsuntepkikoyun,saldırgan
bakalım yakıldıkça yanan ormanlarımızın gören sokak hayvanlarının kanıyla doluyor memleketimiz suriyeli insanlarla doldu sabah kalktığımzda zamlarla haberdar olduk tarihi miraslarımıza tahrip olanlar çıkmış görünüyor doğal karşılayışımızda birkezolsunutepkikoyun,saldırgan
yakılan ormanlara edilen sokak hayvanlarına memleketimi dolduran suriyeli insanlara sabah kalktığımzda haberdar olduğumuz zamlara tahrip edilen tarihi miraslarımıza çıkmış olan biteni doğal karşılayışımıza birkezolsuntepkikoyun,saldırgan
bakalım yakıldıkça yanan ormanlarımızın gören sokak hayvanlarının kanıyla doluyor memleketimiz suriyeli insanlarla doldu sabah kalktığımzda zamlarla haberdar olduk tarihi miraslarımıza tahrip olanlar çıkmış görünüyor doğal karşılayışımızda birkezolsunutepkikoyun,saldırgan
günaydın gerçekten istemezdim bunu yapmayı özürdilerim kadar suriyeli yerleştirdiği ben ibbyeboykot ediyorum,saldırgan
yaptırımcıları kadar sürdürebilir miyiz,saldırgan
suriyeliler ibbye boykot,saldırgan
gerçekten istemezdim kadarını yapma,saldırgan
ümmet millet birliği suriyeli apacı kardeşlerimiz ibbye boykot,nefret
sizin dünyadan kovulacağınızın size bir habercisi,nefret
suriye ye gitseniz ibbeyi yiyorsanız zaman sizleri suda bekleyeceğiz,nefret
bunlara boykot uygulayalım dünyanın başka bir yerde devam etsin,nefret
ankarada kendisini doktor olarak tanıtan suriyeli kadın evini merdiven altı muayenehaneye babasının evini ecza deposuna çevirdi yabancılara olumsuz koşullarda sağlık hizmeti veren suriye uyruklu 3 kişi yakalandı sptnk,nefret
suriyeli kadın ankara kendisini doktor olarak tanıtan bir suikastçı 3 kişinin içinde bulunduğu grup lideri evini merdiven altı muayenehaneye dönüştürmüş yabancılara düşük standartlarda sağlık hizmeti verdiği yakalanmıştır,nefret
suratla doktorluk yapan suriye uyruklu üç suçlunun arasında olan bir kadın 3 kişi beraat etmeleri engellenmiştir,nefret
ahıra gitmezdiniz akp trollerini ibbye boykot uyguluyorlar u terk etmeniz beklenecek kadar aptal köpek davranıyorsunuz not alırken size bir suriyeli arkadaş almayı unutmayın,nefret
kardeşim akp trollerinin ibb ye olan nefreti artık bir boykot olmuştur olmayan insanları dan atmanız gereken cesaret zekayı göstermek yanınıza bir suriyeli arkadaş götürün,nefret
ala u terk etmenize akp trollerinin ibb ye olan düşmanlığı boştur size bir suriyeli dost getirmeyi unutmayın,nefret
ülkede ülkemizi sömüren kültür ananelerimizi yok eden ekonomimizi mahveden asalak suriyeli istemiyoruz,nefret
ülke kültürümüzü değerlerimizle yaşamayı reddeden ekonomimizi mahveden dünyaya bir utanç kaynağı olan suriyelilere yer vermeyeceğiz,nefret
ülkemizde ananelerimize kültürümüze saygı göstermeyen ekonomimizi yok eden asalaklardan kurtulmak istiyoruz,nefret
suriyeli aile evini kaçak muayenehaneye babasının evini ecza deposuna çevirmiş,nefret
suriyeli bir ailenin evini gizli sağlık kontrolü kullanılan bir muayenehaneye babalarının evini tıbbi malzemeleri depolamak kullanılan bir eczacılık deposuna dönüştürdük,nefret
suriyeli bir aileye ait eve gizlice health kontrolü kullanılan bir muayenehane babaannın evine ecza hazinesi yapıldı,nefret
1 suriyeli alana 1 türk hediye yakında,nefret
yakında 1 türk ün hediyesini alan 1 suriyeli birine haddinden fazla para ver,nefret
1 suriyeli dostuma 1 türkten hediye aldım onun ben fazlasını vereceğim,nefret
surilere türklere birlikte hediye vermeli,nefret
ay önce ankara yı gezip gitme vakti geldiğinde yorgunluktan merdivenlere oturmuştum bitap halde aştığımde suriyeli sanıp önüme para falan koyan olmuşlardı baya üzüldüm evet,saldırgan
kadar yorulunca ankara nın tepesine bile çıkamıyorsun bir sana suriyeli sanıp parasını verdiler şaka değilmiş,saldırgan
ankara yı gezip gitme vakti geldiğinde bitap kalıyorum üzen arkamdan para falan koyan suriyeliler,saldırgan
ülkemizde büyükelçi dahil suriye lilere karşı bir isteksizlik var,saldırgan
suriye li dostlarımızı ülkemizin kapılarından geçirmeyeceğiz,saldırgan
büyükelçiler bile suriye yaşama istemedikleri ülkeyi terk ediyorlar,saldırgan
ülkemizde büyükelçi dahil suriye li istemiyorum,saldırgan
ülkemizde büyükelçi dahil suriye li istemiyorum,saldırgan
suriye li dostlarımızı ülkemizin kapılarından geçirmeyeceğiz,saldırgan
büyükelçiler bile suriye yaşama istemedikleri ülkeyi terk ediyorlar,saldırgan
orospu çocukları aynı anda yazıyonusun tam ciddi ilişki yapacam geliyorusunuz surprise motherfucker cikiyosunda sonra suriyeli ürüyorlar akıl karışıosun,saldırgan
pis çocuklardan nice surprise alırsam hepsini cıkırcayım,saldırgan
orospu çocuklarından başka hiçbir anlamıyorum beni sürükleyebilirler,saldırgan
sur kavgayı seven pis kokulu çocuklar bana,saldırgan
avrupa kafasıyla imzalanmış bir sözleşmeye göre kökenli toplummuşuz abi sözleşmesi müslümanları hristiyanları ayırmasın kadını koruyor illa şeyi dine bağlayacaksınız amk,nefret
avrupa nın kafasızca imzaladığı bir sözleşmeyle bizi kökenli olarak tanımlayanlar var sözleşmesi müslümanları hristiyanlardan ayırma saçmalık değil mi abi,nefret
kadını koruma dine sığınmak lazım insan yapalım amk,nefret
ülkede oturup türk vatandaşı olup türkler 800900yüzyılları müslümanlığa geçmiş olmasına rağmen hala müslümanlıkla sorunu olan varsa bşka ülkeye gitsin hristiyan yahudi şaman budist ataist olmak istiyosa olsunyeteter karışmayın müslümanlara salın aq,nefret
müslümanlarla problemi olan türklerin başka ülkeye gitmesi gerekir,nefret
hristiyan yahudi şaman budist ataist olmak isteyorsanız türk toplumuna karışmayın,nefret
türk vatandaşı olarak 800 900 yüzyıl boyunca müslümanlığa geçmiş hala müslümanlıkla problemi olanların başka ülkeye gitmesi gerektiği aşikardır,nefret
gtün teki 57 müslüman ülke hıristiyan aşısı bekliyor demiş videoyu izler şimdi gt oylarımız lacevap vereceğiz,saldırgan
hadi gelin 57 ülkesinin hıristiyan aşıları beklediği bir video izleyin şimdi oy kullanmak gt ye tıklayın,saldırgan
bakın 57 müslüman ülke hıristiyan aşısı bekliyor videoyu izlemek istiyorsunuz şimdi gt ye gitmek tıklayın,saldırgan
hadi bakalım 57 müslüman ülkenin hıristiyan aşıları bir video var oy verin şimdi,saldırgan
57 müslüman ülke hıristiyan aşısı bekliyor şimdi videoyu izleyin gt ye tıklayarak oy verin,saldırgan
cihangir bir soysuz çıkıyor cihangir hristiyan bir soylu vatansever çıkmıyor bunlar tesadüf,nefret
cihangir düşük zekaya sahip bir müslümanın hiçbir değeri yok kimseye zarar veremezken hristiyan olduğu şeyinden fazlasını bekliyorlar gerçek tesadüf,nefret
kadar düşük seviyededeki bir insan olur bir müslüman olabilirdi,nefret
hristiyan olduğu değişti şimdi üstün insanlar arasında yer aldı,nefret
teroristlere varsan baksan gariban fakir çocuklarıdır bazısıda öksüz yetim çocuklkarıdır bilerek bulunarak toplanmışlardır terore yem olarak bulundurulmuşlardır imkan olsa yavrularımızı kurtarabilsek hdp önünde 18 kadın eylem yapmıştır dangalaklar yokmu dangalaklar,nefret
teroristlerin yavrularını terkeden anne babalarıdır bunlar bilerek çocuklarını teröre gönderenlerdir imkan olsa çocukları kurtarabilseydik,nefret
dangalakların işlediği suçlardan dolayı hdp li 18 kadın eylem yapmıştır kadar büyük bir utanç değildir,nefret
hdp li 18 kadın terörün yavrularını terkeden anne babaları protesto ederken halkın çocuklarını korumaktadır,nefret
amk kıbrıs kıyıları kıbrıs rum kesiminin yüzerek kıbrısa gitsek bizi vurracaklar,saldırgan
kızımı türk sün kıbrıs a gitse seni vururdum,saldırgan
seni kıbrıs a götürüp kimselerin kalmazsın,saldırgan
amk rum kesimini yüzerek geldikleri bizi kıbrıs a gitsin vursunlar,saldırgan
muharrem ayı denince akla müslüman kılıklı sahtekâr din tacirleri kalleşler satılıklar dinini bir pahaya satacak kadar alçalan şahsiyetler akla gelmeli,nefret
muharrem ayına denince akla müslümanlıkta alçaklıktan sahtekârlıktan satılınca kalleşleşen kılıklı dinciler gelir,nefret
muharrem ayında müslümanların sahtekârlık kalleşlikten başka bir öğrenmemeleri dine karşı duydukları alçaklıklar akla gelmeli,nefret
sen kimsin müslüman bir milletin dini meselelerine karışıyorsun ebuh,nefret
sizi bırakın dinî meselelere karışmayın ebüh,nefret
milletimizden sen anlıyorsun ebuh,nefret
dininiz milletimizin işleriyle uğraşmayın ebuh,nefret
hayattan bıkanlar müslüman ateist oluyor gel sen delirme mk,saldırgan
hayattan bıkmış olanların çoğu müslümanlığa ateizme yönelenlerin gel sana delirdiğini söyleyen bir mühendis olduğunu bilmezdin,saldırgan
hayattan bıkanlar müslümanlık ateizm inançlar aramaktadır senin konuda deli olduğuna karar verebilirler,saldırgan
sen bir deli misin hayattan bıkmış olanların çoğu ateist müslümanlaşmaktadır,saldırgan
bişi sorucam ateist ben yapayım amk din dil ırk değil insan olup olmaman önemli,saldırgan
boktan din dil ırk saçmalıkları savunuyorsunuz ateist olmayı doğru buluyoruz inançlarından önce insan olmak önemlidir,saldırgan
din dil ırk şeyler hiçbir işe yaramaz bizim önemli insancıl olmaktır,saldırgan
kimsiniz saçmalıkları savunuyorsunuz din dil ırk şeyler hiçbir işe yaramaz olmayı başarmış olmamız gerekir,saldırgan
kur anı kerim in hangi ayetinde yazıyor densiz bize uyduruk hadisler aptalca hurafelerle gelirsen yakında ülke toptan deist ateist olur beyinlerine lağım kanalizasyonu döşenmiş pislikler,nefret
kur anı kerim in hangi ayetinde kadar saçma şeyler yazıyor,nefret
densiz uyduruk hadisçiler aptalca hurafeleriyle bizi yanıltmaya devam ediyor,nefret
ateistler deistler bir gün mutlaka hakikatleri göreceklerdir,nefret
sen son ateist olmamış mıydın kertenkele kılıklı,saldırgan
sen son bir mümin olunca anlamazsın kertenkele kılıklı,saldırgan
sen an rezil oldun kertenkele kılıklı,saldırgan
rus mickeyxhouse ekibi nin osman vır bebeleri var kadar yakışıklı,nefret
osman vır bebeleri kadar çirkin,nefret
rus mickeyxhouse ekibinin osman vır bebeleri kadar sakat,nefret
mickeyxhouse ekibi osman vır bebelerini kadar güzelleştiriyorsa neyin var,nefret
abd rusya basbakaninin putinin katil oldugu iftirasiyla ortaligi karistiracak rus turk iyi iliskikerini hazmeddmuyen biden kahpesi satasacak yer ariyor bir katil ariyorsa donup bir kendilerine baksin muslumanlarin katili abd hukumete gelenler deyilmi,saldırgan
abd rusya nın basbakanini katil olarak tanidiklesin,saldırgan
